,aro_llm,cor_llm,marca_llm,tamanho_do_quadro_llm,genero_llm,tipo_llm,material_do_quadro_llm,modelo_llm,aro_de_roda_llm,numero_de_marchas_llm,tipo_de_suspensao_llm,recursos_llm,alimentacao_llm,potencia_do_motor_llm,tema_llm,modalidade_llm,tamanho_llm,peso_suportado_llm,adicional_llm,tipo_de_freio_llm,title
345,29,Preto,Colli,19,Não informado,MTB,Aço Carbono,Sparta,Aero,21,Não informado,"Freios a Disco Dianteiro e Traseiro, Trocador Na Luva, Suporte de Guidão Down Hill",Não informado,Não informado,Não informado,Não informado,Não informado,100 Kg,"Quadro Completo A29, Maçaneta De Freio Alumínio, Garfo em Aço Carbono Aro 29, Guidão em aço carbon, Pedivela Braço C Engrenage, Aro 29 Aero 36F, Roda Livre 7v 1428d, Pedal Rosca Grossa 916 Preto c Refletor, Selim Premium, Cambio Dianteiro Traseiro, Pneu 29X210, Movimento Direção 222 mm, Movimento Central 347mm, Corrente Fina Tec 12x332, Cubo DiantTras em Aço 36 Furos, Alavanca Alav Hand Shift Troc Na Luva 21 m, Kit de Acessórios Kit Selim Canote Pedais Manual do Proprietario, Acessórios da Embalagem Quadro e garfo com roda traseira roda dianteira e guidão, Empilhamento máximo 4 Unidades, Idade Recomendada A Partir de 14 anos",Disco,Bicicleta Colli Sparta MTB Aro 29 21 Marchas Freio à Disco 415.05M
346,26,Não informado,Colli,Não informado,Masculina,Dupla Suspensão,aço carbono,Não informado,26,21,Dupla,movimento de direção modelo inglês 222 pedivela braço engrenagem 347 manopla Adventure selim selleroyal preto e pneus levorim,Não informado,Não informado,Renault,Não informado,Não informado,Não informado,corrente fina e roda livre 7 velocidade,Não informado,Bicicleta Colli Bike Renault Aro 26
347,29,Não informado,Absolute,Não informado,Não informado,Não informado,Alumínio,24V Shimano Acera F Hidráulico Trava Guidão,29,24,Com Trava no Guidão,Trava Guidão,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Disco Hidráulico,Bike 29 Absolute 24V Shimano Acera F Hidráulico Trava Guidão
348,29,Não informado,Cannondale,Não informado,Não informado,Hardtail,Carbono,Scalpel Ht Carbon 3 12v,Não informado,12,Suspensão,Não informado,Não informado,Não informado,Não informado,XC,Não informado,Não informado,Não informado,Hidraulico,Bicicleta Cannondale Scalpel Ht Carbon 3 12v Aro 29 A22
349,29,PretoLaranja,Ksw,Não informado,Não informado,Não informado,Alumínio,Xlt,Não informado,27,Garfo com Suspensão,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Disco Mecânico,Bicicleta Aro 29 Ksw Xlt Alumínio 27v Freio a Disco Mecânico Garfo com Suspensão - Preto/Laranja
350,29,Não informado,KOG,Não informado,Feminina,Mountain Bike,Alumínio,Não informado,29,24,80mm de Cursor,Não informado,Não informado,Não informado,Não informado,Urbano,Não informado,Não informado,Não informado,Disco Hidráulico,Bicicleta 29 Feminina KOG 24V Shimano Freio disco Hidráulico
351,29,Não informado,Alfameq,Não informado,Não informado,Não informado,Alumínio,Tirreno,29,24,80mm de Cursor,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Hidráulico,Bicicleta Aluminio Aro 29 Alfameq 24 Marcha Freio Hidráulico
352,29,BrancoPreto,Banana Bit,17,Não informado,Mountain Bike,Aço Carbono,Dropp Sport,29,21,Garfo Rígido,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Disco,"Bicicleta 21V Dropp Sport Aço Garfo Rigido Tamanho 17"" Branco/Preto - Banana Bit"
353,29,Não informado,KOG,Não informado,Não informado,Mountain Bike,Alumínio,KSW GTA,29,21,80mm de Cursor,Não informado,Não informado,Não informado,Não informado,Urbana,Não informado,Não informado,Não informado,Disco Mecânico,Bike Aro 29 Kog 21v Absolute KSW GTA Shimano Freio Disco
354,29,Não informado,Não informado,Não informado,Não informado,Não informado,Alumínio,Cripto,Não informado,27,Cursor de 100mm com Trava,Trava k7,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Hidraulico,Bicicleta Aro 29 Cripto 27v Alivio Freio Hidraulico Trava k7
355,29,Não informado,GTS,Não informado,Não informado,Não informado,alumínio,M1 Ride,29,24,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,100kg,Não informado,disco mecânico,Bicicleta GTS Aro 29 Freio a Disco Câmbio Traseiro Shimano 24 Marchas e Amortecedor GTS M1 Ride
356,29,Não informado,Ksw,Não informado,Não informado,MTB,Alumínio,Xlt,Não informado,21,Ahead Set 100mm de Curso Alumínio,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Disco mecânico,Bicicleta Aro 29 Ksw Xlt 21v Cambios Shimano
357,26,Bicolor,Ultra Bikes,18,Feminina,Não informado,aço carbono,Bicolor,Não informado,18,rígido,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,95 kg,Não informado,V-Brake,Bicicleta Feminina Aro 26 Ultra Bikes Bicolor Freio V-Brake
358,29,Não informado,Ksw,Não informado,Não informado,Não informado,Alumínio,Não informado,Não informado,24,Cursor,Trava,Não informado,Não informado,Não informado,Urbano e Trilhas Leves,Não informado,Não informado,Não informado,Hidráulico,Bicicleta Aro 29 Ksw 24 Vel Shimano Freio Hidraulico/Trava
359,29,Não informado,KOG,Não informado,Não informado,Mountain Bike,Alumínio,Não informado,29,24,80mm,Freio Hidráulico,Não informado,Não informado,Não informado,Urbana,Não informado,Não informado,Não informado,Disco Hidráulico,Bicicleta Aro 29 KOG 24V Cambio Shimano Freio Hidráulico
360,29,Não informado,KRW,155,Não informado,Não informado,Alumínio,Traction SX55,29,27,Com Trava,Freio a Disco Hidráulico,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Disco Hidráulico,Bicicleta Aro 29 KRW Traction Alumínio 27 Vel Freio a Disco Hidráulico com Trava SX55
361,20,Não informado,KOG,Não informado,Feminino,Infantil,Aço Carbono,Não informado,Alumínio,Sem marcha,Rígido,Cestinha,Não informado,Não informado,Não informado,Passeio e Lazer,Não informado,70 KG,Não informado,V-Brake,Bicicleta Infantil Feminina Aro 20 KOG com Cestinha
362,20,Não informado,FlexBikes,Não informado,Feminino,Infantil,Aço,Aero,Aero,Não informado,Não informado,"Rodinhas laterais, descanso lateral pézinho, banco selim confortável, protetor de coroa, freios v-brake",Não informado,Não informado,Não informado,Passeio,Não informado,38 kg,Kit Passeio,V-brake,Bicicleta Infantil Feminina Aro 20 Aero + Kit Passeio
363,29,Preto Azul e Prata,Ksw,17,Não informado,MTB,Alumínio,Não informado,29,21,Mecânico,Não informado,Não informado,Não informado,Não informado,Passeio,Não informado,Não informado,Não informado,A Disco,"Bicicleta Aro 29 Ksw Alumínio 21 Vel Freio A Disco Preto, Azul e Prata Tamanho 17"
364,29,Não informado,Ravok,Não informado,Não informado,MTB,Alumínio 6061,Não informado,29,24,Dianteira,Não informado,Não informado,Não informado,Não informado,Passeio,Não informado,Não informado,Não informado,Disco Mecânico,Bicicleta 24 Velocidades ARO 29 Alumínio Freio A Disco
365,29,Não informado,KSW,Não informado,Não informado,MTB,Alumínio,KRWX2,29,21,mecânica,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,a disco,Bicicleta Aro 29 KSW Alumínio 21 Velocidades Freio a Disco KRWX2
366,29,Não informado,Dropp,17,Não informado,Mountain Bike,Alumínio,Z3-20,Não informado,27v,Suspensão Aro 29 Preto com trava no ombro,Não informado,Não informado,Não informado,Não informado,Mountain Bike,Não informado,130 Kg,Não informado,Freio a disco 160MM hidráulico importado,Bicicleta Quadro 17 Aro 29 Alumínio 27v Freio Disco Hidráulico Z3-20 - Dropp
367,16,Não informado,Kls,16,Infantil,Não informado,Aço Carbono,Aro 16,Alumínio,Não informado,Não informado,"Roda Lateral, Kit De Acessórios Color",Não informado,Não informado,Heroes,Não informado,Não informado,48Kg,Não informado,V-Brake,Bicicleta Infantil Aro 16 Kls Heroes Roda Alumínio
368,26,Verde X35,Vikingx,Não informado,Não informado,Não informado,Alumínio,Tuff 21v,Vmaxx,21,Não informado,"Câmbios Shimano, Freio a Disco, Aros Vmaxx Pretos",Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,"CABEAMENTO INTERNO, nova na caixa, a pronta entrega, produto com ótima qualidade e acabamento, possui 21 marchas com sistema de alavancas rapid fire que a cada clique uma marcha é trocada, sistema de freio a disco mecânico, pneus slick 15, Bicicleta pré montada, vai precisar apenas fixar a roda dianteira, guidão, selim e pedais",Disco,Bicicleta Aro 26 Vikingx Tuff 21v Alumínio Câmbios Shimano Freio a Disco Aros Vmaxx Pretos -  Verde X35
369,29,LaranjaRoxo,Drais,17,Não informado,Não informado,alumínio,Chillout,Não informado,18,com trava ombro 100mm,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,a disco hidráulicos,"Bicicleta 18V Drais Aro 29 Chillout Shimano Altus 17"" Laranja/Roxo - 325"
370,29,Rosa,Spaceline,19,Não informado,MTB,Alumínio,Vega,Não informado,27,Suspensão de 80mm,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,130 Kg,Não informado,Hidráulico,Bicicleta MTB Vega Quadro 19 Aro 29 Alumínio 27 Marchas Freio Hidráulico Rosa - Spaceline
371,20,Verde,Two Dogs,Não informado,Não informado,Dobravel,Aço Carbono,Pliage,20,7,Não informado,Dobrável,Não informado,Não informado,Não informado,Não informado,Não informado,90 kg,Não informado,Disco,Bicicleta Dobravel Verde Two Dogs Pliage Freio a Disco 7 Velocidades
372,29,Não informado,KSW,Não informado,Não informado,Não informado,Alumínio,XLT,29,24,80mm,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Hidráulico,Bicicleta Aro 29 KSW XLT 24V Cambio Shimano Freio Hidráulico
373,29,Não informado,KSW,15 17 19 e 21,Não informado,Não informado,ALUMÍNIO 6061,xlt,29,21v,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,a Disco,Bicicleta Aro 29 Ksw xlt  Aluminio Câmbios Shimano 21v Freio a Disco 32r
374,29,PretoPrata,Ksw,Não informado,Não informado,Não informado,Alumínio,Xlt,Não informado,24,com Trava,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Hidráulico,Bicicleta Aro 29 Ksw Xlt 24v K7 Câmbios Shimano Freio Hidráulico Garfo com Trava Pneu Faixa Bege - Preto/Prata
375,29,Não informado,South,Não informado,Não informado,MTB,Alumínio,Legend A-29,29,21,Dianteira,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,120 Kg,Não informado,Disco Mecânico,Bicicleta south legend a-29 câmbio shimano
376,29,PretoVermelhoAmarelo,Ksw,Não informado,Não informado,Não informado,alumínio,Xlt,Não informado,24,com Suspensão,"Câmbios Shimano, Freios Hidráulicos, Garfo com Suspensão, Pneu Faixa Bege",Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,a disco Hidráulicoóleo,Bicicleta aro 29 Ksw Xlt 24v Câmbios Shimano Freios Hidráulicos Garfo com Suspensão Pneu Faixa Bege - Preto/Vermelho/Amarelo
377,29,Não informado,KSW,155  17 E 19 E 21',Não informado,MTB,ALUMÍNIO 6061,XLT,29,8v,80MM,Engate Rápido IMPORTADO,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Disco,Bicicleta KSW 24V Aro 29 XLT Câmbios Shimano Freio a Disco MTB Aluminio
378,29,Não informado,Alfameq,Não informado,Não informado,MTB,Alumínio,ATX 27V,29,27,100mm de Curso com Trava no Ombro,K7 E TRAVA,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Hidráulico,Disco Hidráulico,Bicicleta Aro 29 Alfameq ATX 27V Freio Hidráulico K7 Trava
379,29,Não informado,Spaceline,Não informado,Não informado,Mountain Bike,Alumínio,Vega,29,27,100mm sistema a molas,Não informado,Não informado,Não informado,Não informado,MTB,Não informado,Não informado,Não informado,Disco Hidráulico,Bicicleta Aro 29 Spaceline Vega 27 Velocidades Freios Hidraulicos com Suspensão
380,16,Não informado,Nathor,Não informado,Não informado,Infantil,Aço carbono,Show da Luna,16,Não informado,Não informado,"Limitador de giro do guidão, Freios V-Brake, Maçaneta em Nylon, Pneus com câmara, Quadro em aço carbono, Garrafinha",Não informado,Não informado,Show da Luna,Não informado,Não informado,30 kg,"Mesa Head-Set, Paralama em ABS, Aro em ABS, Maçaneta em nylon reforçado e com ajuste do freio, Movimento de direção com esferas, Arruela com trava de segurança, Abraçadeira do selim em alumínio, Garrafinha",V-brake,Bicicleta Bike Infantil Aro 16 Show Da Luna Nathor
381,29,Não informado,Alfameq,Não informado,Não informado,MTB,Alumínio,Não informado,29,24,80mm,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Disco Mecânico,Bicicleta MTB Aro 29 Alfameq 24V Freio a Disco Cubo Cassete
